subject,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s012,0.1587,0.1369,-0.0218,0.1265,0.1175,-0.009,0.1415,0.137,-0.0045,0.1177,0.3647,0.247,0.1821,0.9039,0.7218,0.1425,0.1998,0.0573,0.1064,0.1717,0.0653,0.1631,0.1061,-0.057,0.1771,0.1615,-0.0156,0.1293,0.2627,0.1334,0.1576
s004,0.1064,0.2573,0.1509,0.0726,0.1389,0.0663,0.094,0.1099,0.0159,0.065,0.6065,0.5415,0.0631,0.3709,0.3078,0.1407,0.2896,0.1489,0.0692,0.083,0.0138,0.119,0.1499,0.0309,0.0803,0.1415,0.0612,0.0818,0.2366,0.1548,0.0512
s031,0.1151,0.3451,0.23,0.0737,0.1608,0.0871,0.0903,0.1695,0.0792,0.0789,0.6695,0.5906,0.0829,0.3796,0.2967,0.1088,0.2877,0.1789,0.0774,0.1511,0.0737,0.1122,0.1342,0.022,0.0787,0.1692,0.0905,0.1048,0.2633,0.1585,0.0834
s002,0.1167,0.0949,-0.0218,0.0956,0.1719,0.0763,0.0627,0.0613,-0.0014,0.1086,0.444,0.3354,0.0816,0.348,0.2664,0.098,0.1276,0.0296,0.0903,0.1543,0.064,0.1156,0.1191,0.0035,0.0861,0.1969,0.1108,0.0993,0.2293,0.13,0.0697
s031,0.0903,0.2715,0.1812,0.0636,0.1349,0.0713,0.0586,0.1531,0.0945,0.071,0.4452,0.3742,0.0586,0.4424,0.3838,0.0679,0.3696,0.3017,0.1048,0.2263,0.1215,0.094,0.1545,0.0605,0.0692,0.2434,0.1742,0.0744,0.2986,0.2242,0.0895
s018,0.0929,0.1506,0.0577,0.0971,0.137,0.0399,0.0797,0.1555,0.0758,0.1164,0.2937,0.1773,0.1505,0.3723,0.2218,0.1354,0.1843,0.0489,0.0689,0.1439,0.075,0.1412,0.1743,0.0331,0.1502,0.1306,-0.0196,0.1207,0.2969,0.1762,0.0869
s007,0.1037,0.1591,0.0554,0.0818,0.108,0.0262,0.0644,0.0766,0.0122,0.089,0.1946,0.1056,0.0605,0.2495,0.189,0.0927,0.1814,0.0887,0.1117,0.0977,-0.014,0.1186,0.1303,0.0117,0.1318,0.1003,-0.0315,0.0943,0.2056,0.1113,0.0631
s043,0.0615,0.2437,0.1822,0.0876,0.2469,0.1593,0.0762,0.1764,0.1002,0.1042,0.3808,0.2766,0.0652,0.469,0.4038,0.0573,0.3762,0.3189,0.062,0.0908,0.0288,0.1021,0.2512,0.1491,0.0472,0.2851,0.2379,0.0559,0.3535,0.2976,0.0515
s025,0.1267,0.2132,0.0865,0.0702,0.1169,0.0467,0.0705,0.118,0.0475,0.0684,0.5732,0.5048,0.08,0.4297,0.3497,0.0766,0.1925,0.1159,0.0826,0.116,0.0334,0.0755,0.1186,0.0431,0.0784,0.2531,0.1747,0.0795,0.5106,0.4311,0.0821
s029,0.0863,0.2675,0.1812,0.0523,0.1244,0.0721,0.0541,0.2832,0.2291,0.089,0.3999,0.3109,0.0744,0.3196,0.2452,0.0684,0.1407,0.0723,0.0956,0.1237,0.0281,0.0866,0.1012,0.0146,0.1214,0.0905,-0.0309,0.0927,0.2127,0.12,0.0708
s052,0.0559,0.5371,0.4812,0.0834,0.0522,-0.0312,0.1156,0.1185,0.0029,0.0641,0.2542,0.1901,0.0599,0.2565,0.1966,0.0533,0.1733,0.12,0.0749,0.3635,0.2886,0.0267,0.0334,0.0067,0.1093,0.0752,-0.0341,0.08,0.2882,0.2082,0.0549
s005,0.0739,0.2691,0.1952,0.1283,0.2254,0.0971,0.1008,0.199,0.0982,0.1111,0.2689,0.1578,0.1212,0.448,0.3268,0.1299,0.274,0.1441,0.0993,0.1889,0.0896,0.147,0.1872,0.0402,0.0985,0.2312,0.1327,0.1011,0.4572,0.3561,0.1214
s031,0.1246,0.3953,0.2707,0.0797,0.2016,0.1219,0.0795,0.1497,0.0702,0.0774,0.2307,0.1533,0.0623,0.4606,0.3983,0.0948,0.3529,0.2581,0.1193,0.192,0.0727,0.1278,0.2878,0.16,0.0869,0.2714,0.1845,0.113,0.4322,0.3192,0.0882
s042,0.0963,0.2684,0.1721,0.0422,0.1198,0.0776,0.0778,0.1643,0.0865,0.0673,0.2609,0.1936,0.0496,0.3089,0.2593,0.0657,0.1272,0.0615,0.0907,0.1272,0.0365,0.0697,0.1433,0.0736,0.1085,0.0683,-0.0402,0.1191,0.3128,0.1937,0.0873
s033,0.0733,0.3973,0.324,0.1662,0.1799,0.0137,0.0486,0.2171,0.1685,0.0968,0.3228,0.226,0.0842,0.5041,0.4199,0.206,0.9133,0.7073,0.1422,0.3337,0.1915,0.2107,0.2007,-0.01,0.1258,0.3365,0.2107,0.1174,0.3069,0.1895,0.1045
s044,0.0683,0.2739,0.2056,0.0596,0.0976,0.038,0.048,0.1612,0.1132,0.0488,0.2603,0.2115,0.047,0.4374,0.3904,0.0554,0.2385,0.1831,0.0583,0.0821,0.0238,0.0918,0.1425,0.0507,0.0784,0.1939,0.1155,0.1018,0.2473,0.1455,0.0823
s007,0.1183,0.3024,0.1841,0.1,0.1449,0.0449,0.1014,0.1003,-0.0011,0.074,0.1962,0.1222,0.0766,0.2506,0.174,0.0999,0.1015,0.0016,0.118,0.1255,0.0075,0.1045,0.1112,0.0067,0.1117,0.0731,-0.0386,0.1048,0.2514,0.1466,0.0726
s035,0.0694,0.1099,0.0405,0.105,0.1406,0.0356,0.0546,0.1308,0.0762,0.1288,0.1121,-0.0167,0.1177,0.4986,0.3809,0.1348,0.1905,0.0557,0.0995,0.3074,0.2079,0.0755,0.0766,0.0011,0.0897,0.1598,0.0701,0.0931,0.2256,0.1325,0.0834
s024,0.0729,0.1433,0.0704,0.0539,0.1302,0.0763,0.0528,0.0832,0.0304,0.0673,0.4779,0.4106,0.0515,0.4062,0.3547,0.0512,0.251,0.1998,0.0438,0.1276,0.0838,0.0752,0.1138,0.0386,0.0491,0.2058,0.1567,0.0731,0.2036,0.1305,0.0726
s053,0.0968,0.3159,0.2191,0.0567,0.0905,0.0338,0.0808,0.0504,-0.0304,0.0639,0.1826,0.1187,0.0757,0.3804,0.3047,0.0433,0.2301,0.1868,0.0998,0.0779,-0.0219,0.1125,0.0576,-0.0549,0.122,0.0871,-0.0349,0.0992,0.1819,0.0827,0.1169
s013,0.0731,0.1116,0.0385,0.0642,0.1666,0.1024,0.0837,0.0705,-0.0132,0.0584,0.1988,0.1404,0.075,0.4852,0.4102,0.0723,0.214,0.1417,0.0771,0.1052,0.0281,0.0747,0.0972,0.0225,0.0576,0.1246,0.067,0.0657,0.1524,0.0867,0.1006
s022,0.0436,0.5275,0.4839,0.052,0.3267,0.2747,0.0404,0.2745,0.2341,0.0818,1.2719,1.1901,0.0531,0.8918,0.8387,0.0618,0.4975,0.4357,0.0523,0.5237,0.4714,0.0652,0.2389,0.1737,0.0557,0.3731,0.3174,0.0486,0.8391,0.7905,0.0869
s024,0.0737,0.1536,0.0799,0.0512,0.1373,0.0861,0.0528,0.0958,0.043,0.061,0.5397,0.4787,0.0547,0.434,0.3793,0.0483,0.3141,0.2658,0.0372,0.1447,0.1075,0.0731,0.1354,0.0623,0.057,0.2736,0.2166,0.056,0.2169,0.1609,0.066
s054,0.0602,0.2737,0.2135,0.0675,0.0958,0.0283,0.0662,0.1095,0.0433,0.0921,0.2472,0.1551,0.0683,0.3218,0.2535,0.0875,0.0703,-0.0172,0.0676,0.1592,0.0916,0.0995,0.0966,-0.0029,0.1522,0.1026,-0.0496,0.0968,0.2597,0.1629,0.1192
s050,0.0805,0.2893,0.2088,0.066,0.5286,0.4626,0.0849,0.4043,0.3194,0.0905,0.5438,0.4533,0.0913,0.5672,0.4759,0.1137,0.1828,0.0691,0.1221,0.1604,0.0383,0.1121,0.1367,0.0246,0.0815,0.2112,0.1297,0.0852,0.257,0.1718,0.0955
s037,0.1358,0.1953,0.0595,0.0747,0.1254,0.0507,0.0718,0.0795,0.0077,0.09,0.4769,0.3869,0.0849,0.4065,0.3216,0.1021,0.5114,0.4093,0.0939,0.1742,0.0803,0.1169,0.2101,0.0932,0.0818,0.1464,0.0646,0.1306,0.2471,0.1165,0.0823
s034,0.0773,0.1418,0.0645,0.0963,0.1491,0.0528,0.0536,0.0821,0.0285,0.0707,0.4665,0.3958,0.0773,0.3638,0.2865,0.1127,0.1576,0.0449,0.0652,0.0547,-0.0105,0.1295,0.1079,-0.0216,0.0968,0.1519,0.0551,0.0813,0.2049,0.1236,0.0855
s018,0.0792,0.1166,0.0374,0.0858,0.1378,0.052,0.0629,0.0502,-0.0127,0.0679,0.1972,0.1293,0.0995,0.2806,0.1811,0.112,0.1727,0.0607,0.1051,0.1469,0.0418,0.1072,0.08,-0.0272,0.1246,0.0747,-0.0499,0.1296,0.272,0.1424,0.0618
s025,0.1212,0.1618,0.0406,0.0665,0.1283,0.0618,0.0876,0.1161,0.0285,0.081,0.4396,0.3586,0.0871,1.8787,1.7916,0.0655,0.287,0.2215,0.0964,0.7557,0.6593,0.1138,0.3477,0.2339,0.0834,0.2721,0.1887,0.0948,0.5077,0.4129,0.0979
s033,0.057,0.5166,0.4596,0.1647,0.1488,-0.0159,0.1098,0.3759,0.2661,0.1171,0.4132,0.2961,0.086,0.7163,0.6303,0.1611,0.9807,0.8196,0.1163,0.2678,0.1515,0.2163,0.2604,0.0441,0.1258,0.6274,0.5016,0.1176,0.4128,0.2952,0.12
s037,0.1029,0.0864,-0.0165,0.0837,0.1671,0.0834,0.0629,0.061,-0.0019,0.1077,0.349,0.2413,0.0704,0.4813,0.4109,0.0873,0.2775,0.1902,0.119,0.199,0.08,0.1005,0.1588,0.0583,0.1147,0.1632,0.0485,0.1459,0.3098,0.1639,0.1482
s041,0.1277,0.1044,-0.0233,0.1211,0.6826,0.5615,0.0973,0.3128,0.2155,0.1688,0.3774,0.2086,0.0873,1.2413,1.154,0.052,0.287,0.235,0.1045,0.107,0.0025,0.1686,0.0789,-0.0897,0.127,0.1608,0.0338,0.1227,0.2202,0.0975,0.1108
s047,0.0865,0.497,0.4105,0.1008,0.2097,0.1089,0.1024,0.1523,0.0499,0.0889,1.1155,1.0266,0.1097,0.7881,0.6784,0.1201,0.3235,0.2034,0.0878,0.1515,0.0637,0.1221,0.1187,-0.0034,0.1089,0.1912,0.0823,0.1126,0.2248,0.1122,0.0979
s027,0.0934,0.2883,0.1949,0.0966,0.1531,0.0565,0.1123,0.1022,-0.0101,0.0877,0.4083,0.3206,0.0467,0.3635,0.3168,0.0913,0.1774,0.0861,0.1241,0.1152,-0.0089,0.1048,0.1231,0.0183,0.1132,0.1465,0.0333,0.1082,0.2775,0.1693,0.0681
s022,0.0502,0.5275,0.4773,0.0518,0.4907,0.4389,0.0489,0.2199,0.171,0.0979,0.357,0.2591,0.0547,0.5815,0.5268,0.0502,0.4234,0.3732,0.0525,0.3584,0.3059,0.1003,0.1877,0.0874,0.0549,0.3338,0.2789,0.047,0.7847,0.7377,0.0486
s053,0.11,0.1247,0.0147,0.0636,0.1264,0.0628,0.1198,0.0749,-0.0449,0.0481,0.1533,0.1052,0.0686,0.3055,0.2369,0.0565,0.2055,0.149,0.067,0.151,0.084,0.0575,0.0214,-0.0361,0.0945,0.0586,-0.0359,0.0973,0.1842,0.0869,0.0871
s054,0.0926,0.2737,0.1811,0.0765,0.1106,0.0341,0.0839,0.1079,0.024,0.0947,0.2252,0.1305,0.0636,0.3127,0.2491,0.082,0.1209,0.0389,0.0995,0.1679,0.0684,0.0913,0.1159,0.0246,0.1947,0.1118,-0.0829,0.153,0.2605,0.1075,0.0794
s013,0.0861,0.0846,-0.0015,0.083,0.0986,0.0156,0.1062,0.0634,-0.0428,0.0729,0.1478,0.0749,0.076,0.2215,0.1455,0.1016,0.103,0.0014,0.089,0.0803,-0.0087,0.1212,0.074,-0.0472,0.0903,0.1441,0.0538,0.0826,0.2353,0.1527,0.099
s054,0.1229,0.4569,0.334,0.0617,0.1042,0.0425,0.0966,0.1048,0.0082,0.1031,0.3054,0.2023,0.0665,0.3338,0.2673,0.0773,0.1451,0.0678,0.0675,0.1926,0.1251,0.0124,0.0402,0.0278,0.0863,1.0061,0.9198,0.0881,0.1347,0.0466,0.0786
s031,0.1043,0.2694,0.1651,0.0578,0.1354,0.0776,0.0808,0.6049,0.5241,0.0715,0.4122,0.3407,0.0536,0.3806,0.327,0.0599,0.2262,0.1663,0.0475,0.1112,0.0637,0.0758,0.1329,0.0571,0.0628,0.1713,0.1085,0.0684,0.3042,0.2358,0.0639
s008,0.07,0.1882,0.1182,0.104,0.0892,-0.0148,0.099,0.1592,0.0602,0.1151,0.2813,0.1662,0.0974,0.325,0.2276,0.0938,0.1194,0.0256,0.0974,0.1091,0.0117,0.1022,0.1112,0.009,0.089,0.1376,0.0486,0.0734,0.5636,0.4902,0.1285
s027,0.0768,0.2591,0.1823,0.0803,0.2339,0.1536,0.1151,0.1183,0.0032,0.0697,0.6397,0.57,0.062,0.4927,0.4307,0.0855,0.2729,0.1874,0.0893,0.074,-0.0153,0.0808,0.231,0.1502,0.0665,0.1644,0.0979,0.1019,0.3166,0.2147,0.0845
s020,0.1161,0.2786,0.1625,0.1059,0.2059,0.1,0.1312,0.1835,0.0523,0.0942,0.2214,0.1272,0.081,0.3616,0.2806,0.0785,0.1361,0.0576,0.1198,0.1708,0.051,0.1259,0.1394,0.0135,0.0903,0.0483,-0.042,0.1344,0.2377,0.1033,0.1061
s010,0.099,0.1003,0.0013,0.0737,0.1328,0.0591,0.0845,0.0951,0.0106,0.0742,0.2027,0.1285,0.0631,0.2118,0.1487,0.0681,0.1312,0.0631,0.0932,0.1263,0.0331,0.0618,0.0941,0.0323,0.0879,0.2539,0.166,0.0869,0.2211,0.1342,0.0829
s055,0.0805,0.1329,0.0524,0.0871,0.1006,0.0135,0.0755,0.0699,-0.0056,0.0829,0.2369,0.154,0.1153,0.2873,0.172,0.1201,0.0971,-0.023,0.0913,0.1141,0.0228,0.0808,0.0317,-0.0491,0.0697,0.1844,0.1147,0.0926,0.2236,0.131,0.0702
s018,0.0837,0.1169,0.0332,0.0903,0.1608,0.0705,0.0827,0.0729,-0.0098,0.075,0.3613,0.2863,0.0639,0.3435,0.2796,0.0969,0.1531,0.0562,0.09,0.14,0.05,0.1151,0.0811,-0.034,0.0938,0.0441,-0.0497,0.1022,0.2596,0.1574,0.0267
s040,0.1161,0.3684,0.2523,0.1137,0.1781,0.0644,0.1118,0.1356,0.0238,0.1564,0.4409,0.2845,0.0836,0.4239,0.3403,0.0894,0.2917,0.2023,0.1137,0.1294,0.0157,0.2258,0.1185,-0.1073,0.1802,0.1387,-0.0415,0.1515,0.3123,0.1608,0.1116
s048,0.0923,0.1307,0.0384,0.085,0.0836,-0.0014,0.0639,0.0972,0.0333,0.1195,0.215,0.0955,0.0886,0.3461,0.2575,0.0958,0.1513,0.0555,0.0894,0.1797,0.0903,0.0903,0.0771,-0.0132,0.1008,0.1514,0.0506,0.0966,0.1812,0.0846,0.0997
s032,0.0944,0.2043,0.1099,0.0813,0.1686,0.0873,0.0765,0.1095,0.033,0.0675,0.2234,0.1559,0.0636,0.2538,0.1902,0.0966,0.2048,0.1082,0.0787,0.0766,-0.0021,0.1016,0.1578,0.0562,0.0646,0.1524,0.0878,0.0915,0.2098,0.1183,0.0955
s054,0.0915,0.2692,0.1777,0.0865,0.1369,0.0504,0.0855,0.1082,0.0227,0.1111,0.2295,0.1184,0.061,0.3475,0.2865,0.0776,0.1378,0.0602,0.0873,0.1372,0.0499,0.0932,0.0892,-0.004,0.0674,0.1747,0.1073,0.0755,0.2015,0.126,0.0602
s040,0.0815,0.3322,0.2507,0.0987,0.0707,-0.028,0.1037,0.2103,0.1066,0.0847,0.5815,0.4968,0.0791,0.373,0.2939,0.0631,0.3069,0.2438,0.1142,0.1409,0.0267,0.1309,0.1222,-0.0087,0.1388,0.3556,0.2168,0.1082,0.5242,0.416,0.0995
s036,0.0472,0.8525,0.8053,0.0517,0.139,0.0873,0.0428,0.6952,0.6524,0.0583,0.9428,0.8845,0.0499,0.6874,0.6375,0.0385,0.6045,0.566,0.0401,0.3382,0.2981,0.053,0.4584,0.4054,0.0362,0.658,0.6218,0.0425,2.1615,2.119,0.0541
s042,0.1155,0.3805,0.265,0.0625,0.1451,0.0826,0.0575,0.173,0.1155,0.0823,0.2885,0.2062,0.0631,0.3118,0.2487,0.0802,0.1675,0.0873,0.115,0.1111,-0.0039,0.0931,0.1907,0.0976,0.1335,0.0804,-0.0531,0.1201,0.3244,0.2043,0.1071
s057,0.0789,0.1775,0.0986,0.0673,0.0979,0.0306,0.0712,0.0905,0.0193,0.0441,0.235,0.1909,0.0936,0.47,0.3764,0.0641,0.153,0.0889,0.0947,0.1241,0.0294,0.0749,0.1404,0.0655,0.0755,0.2321,0.1566,0.0712,0.2937,0.2225,0.1577
s004,0.0892,0.2739,0.1847,0.0837,0.1618,0.0781,0.1014,0.1186,0.0172,0.0679,0.4067,0.3388,0.0657,0.7268,0.6611,0.1412,0.2695,0.1283,0.0934,0.1133,0.0199,0.1428,0.0808,-0.062,0.0689,0.1314,0.0625,0.0953,0.1928,0.0975,0.0779
s004,0.0911,0.1512,0.0601,0.1196,0.1286,0.009,0.1154,0.1082,-0.0072,0.0708,0.1526,0.0818,0.1314,0.4614,0.33,0.1806,0.2176,0.037,0.1238,0.239,0.1152,0.1132,0.1228,0.0096,0.0929,0.156,0.0631,0.1217,0.2166,0.0949,0.0763
s043,0.0383,0.2326,0.1943,0.0723,0.225,0.1527,0.0744,0.2271,0.1527,0.0955,0.3953,0.2998,0.0586,0.5592,0.5006,0.0467,0.4418,0.3951,0.0525,0.1125,0.06,0.096,0.2229,0.1269,0.0515,0.2767,0.2252,0.0525,0.2665,0.214,0.0401
s043,0.061,1.2376,1.1766,0.0573,0.7846,0.7273,0.0596,0.0823,0.0227,0.0855,0.2788,0.1933,0.0625,0.5953,0.5328,0.047,0.7121,0.6651,0.0472,0.061,0.0138,0.0968,0.1944,0.0976,0.057,0.2601,0.2031,0.0449,0.2473,0.2024,0.0495
s010,0.109,0.2179,0.1089,0.0578,0.1072,0.0494,0.0755,0.1362,0.0607,0.0544,0.2953,0.2409,0.0533,0.2474,0.1941,0.0594,0.1616,0.1022,0.0869,0.1108,0.0239,0.0581,0.107,0.0489,0.0882,0.2186,0.1304,0.0842,0.3081,0.2239,0.0803
s031,0.0839,0.2284,0.1445,0.0766,0.1685,0.0919,0.0634,0.3614,0.298,0.0982,0.4473,0.3491,0.0613,0.3937,0.3324,0.1,0.2911,0.1911,0.0528,0.1249,0.0721,0.1504,0.1518,0.0014,0.0795,0.1647,0.0852,0.0876,0.2925,0.2049,0.0708
s024,0.0723,0.1672,0.0949,0.0512,0.1436,0.0924,0.0533,0.1077,0.0544,0.0597,0.5809,0.5212,0.0412,0.3825,0.3413,0.0586,0.2698,0.2112,0.0285,0.1109,0.0824,0.0792,0.0898,0.0106,0.0692,0.2273,0.1581,0.0715,0.2405,0.169,0.0681
s048,0.1184,0.1555,0.0371,0.0971,0.0955,-0.0016,0.0707,0.0937,0.023,0.1169,0.4732,0.3563,0.0728,0.7467,0.6739,0.1274,0.3113,0.1839,0.0625,0.2575,0.195,0.109,0.105,-0.004,0.0993,0.1338,0.0345,0.1108,0.2038,0.093,0.0966
s046,0.1071,0.3876,0.2805,0.0652,0.1889,0.1237,0.0802,0.7361,0.6559,0.0836,0.7734,0.6898,0.0892,0.5737,0.4845,0.0823,0.3489,0.2666,0.0952,0.6704,0.5752,0.1147,0.1981,0.0834,0.0699,0.3115,0.2416,0.1219,0.2621,0.1402,0.0813
s024,0.0652,0.6911,0.6259,0.0483,0.2666,0.2183,0.042,0.1318,0.0898,0.0499,0.5613,0.5114,0.042,0.3899,0.3479,0.0491,0.2326,0.1835,0.0404,0.2123,0.1719,0.0626,0.1057,0.0431,0.0568,0.2413,0.1845,0.061,1.1726,1.1116,0.0694
s008,0.1346,0.2446,0.11,0.1185,0.1623,0.0438,0.0911,0.1373,0.0462,0.0982,0.5898,0.4916,0.0966,0.3756,0.279,0.0972,0.1117,0.0145,0.1066,0.1225,0.0159,0.1167,0.1138,-0.0029,0.1107,0.0974,-0.0133,0.1112,0.2399,0.1287,0.1101
s013,0.0895,0.1303,0.0408,0.0916,0.1217,0.0301,0.0758,0.0462,-0.0296,0.0629,0.1484,0.0855,0.0615,0.2241,0.1626,0.0818,0.1106,0.0288,0.0795,0.0547,-0.0248,0.1067,0.1369,0.0302,0.0486,0.1117,0.0631,0.08,0.1702,0.0902,0.0803
s053,0.0897,0.1669,0.0772,0.0607,0.0863,0.0256,0.0926,0.094,0.0014,0.0354,0.2189,0.1835,0.0599,0.4332,0.3733,0.0544,0.2452,0.1908,0.1179,0.2259,0.108,0.1016,0.0831,-0.0185,0.1122,0.0715,-0.0407,0.129,0.2826,0.1536,0.1029
s056,0.09,0.1567,0.0667,0.1047,0.1751,0.0704,0.053,0.1485,0.0955,0.0678,0.4206,0.3528,0.0736,0.2715,0.1979,0.1243,0.3809,0.2566,0.138,0.4907,0.3527,0.114,0.189,0.075,0.0615,0.173,0.1115,0.1047,0.1241,0.0194,0.1053
s012,0.1539,0.1747,0.0208,0.1156,0.1241,0.0085,0.1468,0.1373,-0.0095,0.1127,0.232,0.1193,0.0832,0.2572,0.174,0.1526,0.1782,0.0256,0.1233,0.1485,0.0252,0.1708,0.1843,0.0135,0.1309,0.1132,-0.0177,0.1605,0.272,0.1115,0.1512
s004,0.0781,0.1546,0.0765,0.1048,0.1162,0.0114,0.1006,0.1086,0.008,0.0647,0.2307,0.166,0.0829,0.3603,0.2774,0.1695,0.2389,0.0694,0.1014,0.0911,-0.0103,0.1107,0.1038,-0.0069,0.083,0.1506,0.0676,0.0726,0.2021,0.1295,0.0818
s028,0.0766,0.161,0.0844,0.0562,0.1101,0.0539,0.0657,0.0707,0.005,0.0686,0.4489,0.3803,0.0644,0.3534,0.289,0.0705,0.1608,0.0903,0.0489,0.0685,0.0196,0.0665,0.0769,0.0104,0.0702,0.1668,0.0966,0.0607,0.2411,0.1804,0.071
s041,0.1654,0.2323,0.0669,0.1277,0.1868,0.0591,0.1652,0.0987,-0.0665,0.177,0.2527,0.0757,0.072,0.6183,0.5463,0.1575,0.1726,0.0151,0.1351,0.1333,-0.0018,0.1841,0.1253,-0.0588,0.1158,0.158,0.0422,0.1815,0.2326,0.0511,0.1828
s019,0.08,0.7069,0.6269,0.0742,0.3123,0.2381,0.0618,0.1534,0.0916,0.094,0.3534,0.2594,0.0837,0.7231,0.6394,0.1024,0.3064,0.204,0.0573,0.1136,0.0563,0.1122,0.1643,0.0521,0.08,0.3035,0.2235,0.0686,0.5701,0.5015,0.0787
s030,0.1549,0.2295,0.0746,0.1,0.1615,0.0615,0.138,0.2531,0.1151,0.1423,0.3661,0.2238,0.0771,0.4137,0.3366,0.1088,0.2284,0.1196,0.1317,0.1767,0.045,0.0884,0.2228,0.1344,0.1212,0.2191,0.0979,0.0869,0.2866,0.1997,0.089
s041,0.1263,0.194,0.0677,0.1409,0.2116,0.0707,0.0654,0.1799,0.1145,0.1685,0.303,0.1345,0.1021,0.4896,0.3875,0.1503,0.4873,0.337,0.0884,0.1916,0.1032,0.1873,0.3303,0.143,0.0892,0.1873,0.0981,0.1066,0.2423,0.1357,0.1198
s028,0.0549,0.5193,0.4644,0.0533,0.1351,0.0818,0.0573,0.0835,0.0262,0.0449,0.4748,0.4299,0.0533,0.3998,0.3465,0.0552,0.4986,0.4434,0.0489,0.1205,0.0716,0.0613,0.1498,0.0885,0.0565,0.2048,0.1483,0.0589,0.2243,0.1654,0.0523
s004,0.1164,0.2079,0.0915,0.0985,0.1302,0.0317,0.1091,0.108,-0.0011,0.0848,0.3088,0.224,0.1048,0.4641,0.3593,0.2157,0.3754,0.1597,0.081,0.1112,0.0302,0.1186,0.1091,-0.0095,0.0827,0.122,0.0393,0.0934,0.4767,0.3833,0.0655
s022,0.056,0.4423,0.3863,0.0486,0.2893,0.2407,0.0457,0.2381,0.1924,0.0766,0.5959,0.5193,0.0415,0.9673,0.9258,0.0605,0.9981,0.9376,0.0586,0.3057,0.2471,0.0747,0.2803,0.2056,0.062,0.3684,0.3064,0.0454,0.7396,0.6942,0.0589
s026,0.0768,0.172,0.0952,0.0652,0.1133,0.0481,0.0684,0.2349,0.1665,0.0715,0.3032,0.2317,0.0734,0.4777,0.4043,0.085,0.2109,0.1259,0.0834,0.1505,0.0671,0.0766,0.0796,0.003,0.0684,0.1579,0.0895,0.1114,0.2644,0.153,0.1056
s053,0.0791,0.1146,0.0355,0.0612,0.1045,0.0433,0.0963,0.0857,-0.0106,0.0584,0.2008,0.1424,0.0599,0.2929,0.233,0.0367,0.1644,0.1277,0.0997,0.1011,0.0014,0.1209,0.0842,-0.0367,0.1029,0.0773,-0.0256,0.1089,0.1858,0.0769,0.0818
s005,0.071,0.195,0.124,0.1219,0.2832,0.1613,0.0779,0.1708,0.0929,0.1101,0.2484,0.1383,0.1053,0.468,0.3627,0.1399,0.3355,0.1956,0.0953,0.1973,0.102,0.1172,0.2798,0.1626,0.0768,0.252,0.1752,0.0842,0.3662,0.282,0.0829
s055,0.1097,0.121,0.0113,0.12,0.1272,0.0072,0.1119,0.0926,-0.0193,0.1315,0.0913,-0.0402,0.0882,0.2075,0.1193,0.1149,0.1064,-0.0085,0.1423,0.0864,-0.0559,0.0919,0.0399,-0.052,0.065,0.1752,0.1102,0.1245,0.1072,-0.0173,0.1839
s002,0.1682,0.1654,-0.0028,0.1302,0.1859,0.0557,0.1169,0.1204,0.0035,0.1336,0.3959,0.2623,0.1117,0.4491,0.3374,0.1199,0.1624,0.0425,0.1594,0.1693,0.0099,0.1486,0.1547,0.0061,0.1288,0.1613,0.0325,0.1354,0.2522,0.1168,0.1404
s043,0.0472,0.2679,0.2207,0.0715,0.1681,0.0966,0.0617,0.2682,0.2065,0.0797,0.4062,0.3265,0.0752,0.5442,0.469,0.0633,0.4671,0.4038,0.0673,0.0954,0.0281,0.1002,0.2189,0.1187,0.0541,0.264,0.2099,0.0493,0.2784,0.2291,0.0482
s053,0.1132,0.1627,0.0495,0.0636,0.1151,0.0515,0.0923,0.1037,0.0114,0.0538,0.188,0.1342,0.0517,0.2704,0.2187,0.0522,0.2026,0.1504,0.1016,0.0932,-0.0084,0.0996,0.0687,-0.0309,0.1413,0.1085,-0.0328,0.1016,0.1898,0.0882,0.105
s004,0.1085,0.1834,0.0749,0.0929,0.1111,0.0182,0.1008,0.0913,-0.0095,0.0789,0.3842,0.3053,0.065,0.3179,0.2529,0.1159,0.2049,0.089,0.0893,0.0838,-0.0055,0.1226,0.1207,-0.0019,0.0658,0.1064,0.0406,0.0929,0.2039,0.111,0.0689
s056,0.0768,0.1925,0.1157,0.0784,0.1388,0.0604,0.0982,0.0947,-0.0035,0.1117,0.3248,0.2131,0.138,0.3159,0.1779,0.1074,0.1623,0.0549,0.1053,0.1136,0.0083,0.0942,0.1291,0.0349,0.0865,0.5741,0.4876,0.0889,0.1592,0.0703,0.1002
s004,0.1027,0.1678,0.0651,0.1423,0.1748,0.0325,0.1325,0.1769,0.0444,0.0892,0.1723,0.0831,0.1109,0.3739,0.263,0.1447,0.1666,0.0219,0.1188,0.1424,0.0236,0.179,0.1143,-0.0647,0.0978,0.1648,0.067,0.0956,0.2216,0.126,0.0839
